satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,id_employe,age,genre,revenu_mensuel,statut_marital,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion
3,3,1,4,4,3,Oui,1948,31,M,3065,Divorcé(e),Assistant de Direction,1,4,0,1,3,3,2,Transformation Digitale,Aucun,2
1,4,2,2,3,4,Non,1949,36,M,2810,Marié(e),Consultant,1,5,0,0,3,9,4,Infra & Cloud,Aucun,0
1,3,4,1,2,4,Non,1950,34,M,9888,Célibataire,Cadre Commercial,1,14,0,0,3,1,3,Marketing,Occasionnel,2
4,3,3,3,2,3,Non,1951,34,M,8628,Divorcé(e),Cadre Commercial,1,8,0,1,2,13,4,Transformation Digitale,Occasionnel,1
3,3,1,4,2,3,Non,1952,26,M,2867,Célibataire,Consultant,0,7,0,0,6,1,3,Transformation Digitale,Occasionnel,7
1,3,1,1,2,3,Non,1954,29,M,5373,Marié(e),Manager,0,5,0,1,5,1,3,Infra & Cloud,Occasionnel,0
3,3,4,2,3,3,Non,1955,32,F,6667,Divorcé(e),Manager,5,5,0,1,6,15,4,Transformation Digitale,Aucun,1
4,1,1,2,3,4,Non,1956,31,M,5003,Marié(e),Assistant de Direction,1,10,0,0,6,1,3,Infra & Cloud,Frequent,8
3,2,4,1,2,3,Non,1960,28,M,2367,Divorcé(e),Consultant,5,4,1,1,2,17,3,Entrepreunariat,Occasionnel,0
1,2,1,1,2,3,Non,1961,38,M,2858,Célibataire,Représentant Commercial,4,1,0,0,3,1,3,Infra & Cloud,Occasionnel,0
3,3,4,4,3,3,Oui,1962,35,F,5204,Marié(e),Cadre Commercial,1,10,0,0,2,7,4,Infra & Cloud,Occasionnel,0
4,3,4,1,3,3,Non,1965,27,M,4105,Célibataire,Cadre Commercial,1,7,0,0,5,9,3,Marketing,Occasionnel,0
4,2,4,2,3,4,Non,1966,32,M,9679,Célibataire,Tech Lead,8,1,0,0,1,5,4,Infra & Cloud,Occasionnel,0
1,3,4,3,3,3,Oui,1967,31,M,5617,Marié(e),Cadre Commercial,1,10,1,0,4,26,4,Marketing,Frequent,0
1,3,1,2,2,3,Oui,1968,53,M,10448,Célibataire,Cadre Commercial,6,2,1,0,2,24,4,Infra & Cloud,Occasionnel,2
1,3,3,3,2,3,Non,1969,54,F,2897,Marié(e),Assistant de Direction,3,4,0,2,6,9,2,Infra & Cloud,Occasionnel,2
4,3,3,3,3,4,Non,1970,33,M,5968,Divorcé(e),Manager,1,9,0,3,2,7,2,Infra & Cloud,Frequent,2
1,3,3,2,3,3,Non,1971,43,M,7510,Marié(e),Manager,1,10,0,1,1,11,3,Infra & Cloud,Occasionnel,0
4,3,2,2,3,3,Oui,1972,38,M,2991,Marié(e),Ressources Humaines,0,6,0,1,2,1,4,Autre,Frequent,1
3,4,2,1,3,3,Oui,1973,55,M,19636,Marié(e),Senior Manager,4,10,0,1,0,26,4,Ressources Humaines,Occasionnel,1
4,1,4,3,3,3,Oui,1974,31,F,1129,Divorcé(e),Consultant,1,1,0,3,4,2,1,Transformation Digitale,Occasionnel,0
2,3,1,1,3,3,Non,1975,39,M,13341,Célibataire,Cadre Commercial,0,20,0,0,3,15,4,Marketing,Occasionnel,11
4,2,3,4,3,3,Non,1976,42,M,4332,Célibataire,Assistant de Direction,1,20,0,0,2,23,2,Infra & Cloud,Aucun,3
3,3,3,3,4,4,Non,1979,31,F,11031,Marié(e),Directeur Technique,4,11,0,1,2,10,3,Transformation Digitale,Aucun,4
3,3,1,4,3,3,Oui,1980,54,F,4440,Célibataire,Tech Lead,6,5,0,0,3,10,3,Transformation Digitale,Occasionnel,1
2,2,3,2,2,3,Non,1981,24,M,4617,Célibataire,Manager,1,4,0,0,2,1,2,Infra & Cloud,Occasionnel,1
4,3,4,3,4,3,Non,1982,23,M,2647,Célibataire,Consultant,1,5,0,0,6,12,2,Autre,Occasionnel,1
4,3,3,1,4,3,Non,1985,40,F,6323,Marié(e),Consultant,1,10,0,1,2,11,3,Entrepreunariat,Frequent,9
2,3,2,3,3,3,Non,1986,40,F,5677,Marié(e),Cadre Commercial,3,11,0,1,4,2,2,Marketing,Occasionnel,5
3,3,2,3,3,3,Non,1987,25,F,2187,Marié(e),Ressources Humaines,4,2,0,0,3,2,3,Ressources Humaines,Occasionnel,1
4,3,2,3,2,3,Non,1989,30,M,3748,Marié(e),Consultant,1,12,0,0,6,1,2,Transformation Digitale,Occasionnel,1
4,3,3,3,2,3,Oui,1992,25,M,3977,Divorcé(e),Consultant,6,2,0,1,2,2,1,Autre,Occasionnel,0
1,3,3,2,3,4,Non,1993,47,M,8633,Célibataire,Manager,2,17,0,0,3,25,3,Transformation Digitale,Occasionnel,12
2,2,3,3,2,3,Non,1994,33,M,2008,Divorcé(e),Consultant,1,1,0,3,2,1,2,Transformation Digitale,Aucun,0
4,3,2,1,3,3,Non,1995,38,M,4440,Marié(e),Cadre Commercial,0,15,0,2,3,1,4,Infra & Cloud,Occasionnel,5
1,3,3,3,3,3,Non,1996,31,M,3067,Marié(e),Représentant Commercial,0,2,0,1,1,2,2,Infra & Cloud,Occasionnel,1
1,2,3,4,3,3,Non,1997,38,M,5321,Marié(e),Tech Lead,2,8,0,1,1,6,4,Infra & Cloud,Frequent,7
4,3,1,3,2,3,Oui,1998,42,M,5410,Divorcé(e),Assistant de Direction,6,4,0,1,3,18,4,Infra & Cloud,Occasionnel,1
4,3,4,1,3,4,Non,1999,41,M,2782,Marié(e),Assistant de Direction,3,5,0,1,3,1,3,Infra & Cloud,Occasionnel,1
3,3,2,1,1,3,Non,2000,47,F,11957,Marié(e),Directeur Technique,0,13,0,2,3,1,1,Transformation Digitale,Aucun,5
4,3,3,3,3,3,Oui,2003,35,M,2660,Marié(e),Consultant,7,2,0,1,3,11,4,Transformation Digitale,Occasionnel,2
4,3,3,4,4,3,Non,2007,22,M,3375,Célibataire,Assistant de Direction,0,3,0,0,2,1,2,Infra & Cloud,Occasionnel,1
2,3,3,2,3,3,Non,2008,35,M,5098,Célibataire,Assistant de Direction,1,10,0,0,5,9,4,Transformation Digitale,Occasionnel,0
2,3,4,1,3,3,Oui,2009,33,F,4878,Marié(e),Manager,0,9,0,1,6,15,2,Transformation Digitale,Occasionnel,8
3,2,2,3,3,3,Non,2010,32,F,2837,Célibataire,Consultant,1,6,0,0,3,29,4,Infra & Cloud,Occasionnel,4
1,3,4,3,2,3,Non,2012,40,M,2406,Marié(e),Consultant,8,1,0,2,3,1,4,Infra & Cloud,Occasionnel,0
2,2,2,2,3,3,Non,2013,32,M,2269,Marié(e),Représentant Commercial,0,2,0,1,2,1,4,Transformation Digitale,Occasionnel,2
1,3,4,1,3,3,Non,2014,39,M,4108,Célibataire,Assistant de Direction,7,7,0,0,2,24,1,Infra & Cloud,Occasionnel,1
2,1,3,1,3,3,Non,2015,38,F,13206,Marié(e),Directeur Technique,3,18,0,1,3,10,3,Transformation Digitale,Occasionnel,1
3,3,4,3,3,3,Non,2016,32,F,10422,Marié(e),Cadre Commercial,1,14,0,2,3,1,4,Marketing,Occasionnel,5
3,4,4,1,3,4,Oui,2017,37,F,13744,Marié(e),Directeur Technique,1,16,0,1,2,10,3,Infra & Cloud,Occasionnel,6
1,3,3,2,2,4,Oui,2018,25,F,4907,Divorcé(e),Cadre Commercial,0,5,0,1,3,8,2,Autre,Occasionnel,0
1,3,4,2,2,3,Non,2019,52,M,3482,Divorcé(e),Représentant Commercial,2,9,0,2,3,29,4,Infra & Cloud,Aucun,0
2,3,4,3,3,3,Oui,2020,44,M,2436,Célibataire,Assistant de Direction,6,4,0,0,2,1,3,Transformation Digitale,Occasionnel,1
3,3,1,4,3,3,Oui,2021,21,M,2380,Célibataire,Représentant Commercial,1,2,0,0,6,5,1,Transformation Digitale,Occasionnel,1
4,3,4,3,2,3,Non,2022,39,M,19431,Célibataire,Senior Manager,2,6,0,0,3,9,3,Infra & Cloud,Aucun,1
4,3,1,1,2,3,Non,2023,23,M,1790,Marié(e),Représentant Commercial,1,1,1,1,3,9,3,Marketing,Frequent,1
1,2,4,3,3,3,Non,2024,36,F,7644,Marié(e),Cadre Commercial,0,9,0,2,2,3,3,Transformation Digitale,Occasionnel,3
4,3,2,2,3,3,Non,2025,36,F,5131,Divorcé(e),Tech Lead,7,4,0,3,3,4,2,Infra & Cloud,Frequent,0
3,3,3,1,2,4,Non,2026,56,M,6306,Divorcé(e),Manager,1,13,0,1,2,1,4,Infra & Cloud,Aucun,1
1,3,4,2,4,3,Oui,2027,29,M,4787,Marié(e),Assistant de Direction,9,2,1,3,3,1,4,Transformation Digitale,Occasionnel,2
1,3,3,1,2,3,Non,2031,42,M,18880,Marié(e),Senior Manager,5,22,0,0,2,2,3,Infra & Cloud,Occasionnel,4
4,3,3,4,1,3,Non,2032,56,M,2339,Marié(e),Consultant,8,10,1,1,4,7,2,Entrepreunariat,Occasionnel,9
1,2,2,3,3,4,Non,2034,41,F,13570,Marié(e),Tech Lead,0,20,0,1,3,28,4,Infra & Cloud,Occasionnel,0
4,2,3,4,3,4,Non,2035,34,F,6712,Marié(e),Cadre Commercial,1,8,0,2,2,28,3,Marketing,Occasionnel,1
4,1,4,1,2,4,Non,2036,36,M,5406,Divorcé(e),Cadre Commercial,1,15,0,1,4,15,4,Marketing,Aucun,11
3,2,2,3,3,3,Non,2037,41,M,8938,Divorcé(e),Cadre Commercial,2,5,0,1,5,3,3,Infra & Cloud,Occasionnel,0
4,3,1,4,3,3,Non,2038,32,M,2439,Célibataire,Assistant de Direction,1,4,0,0,4,2,3,Entrepreunariat,Occasionnel,1
3,3,4,3,3,3,Oui,2040,35,F,8837,Célibataire,Ressources Humaines,1,9,0,0,2,26,4,Infra & Cloud,Occasionnel,1
1,3,4,3,3,3,Non,2041,38,F,5343,Marié(e),Cadre Commercial,1,10,0,1,1,10,2,Infra & Cloud,Occasionnel,1
2,3,3,4,3,3,Non,2044,50,M,6728,Divorcé(e),Cadre Commercial,7,6,1,2,3,1,4,Infra & Cloud,Frequent,0
2,2,4,1,2,3,Non,2045,36,F,6652,Marié(e),Cadre Commercial,4,6,0,1,2,11,4,Marketing,Occasionnel,0
4,3,3,3,3,3,Non,2046,45,F,4850,Célibataire,Cadre Commercial,8,5,0,0,3,20,3,Infra & Cloud,Occasionnel,0
3,2,3,4,3,3,Non,2048,40,M,2809,Célibataire,Assistant de Direction,2,2,0,0,2,2,4,Infra & Cloud,Occasionnel,2
3,3,3,4,4,3,Oui,2049,35,M,5689,Marié(e),Manager,1,10,0,2,2,18,4,Infra & Cloud,Frequent,0
3,3,3,2,3,3,Non,2051,40,F,2001,Marié(e),Assistant de Direction,2,5,0,3,2,2,4,Transformation Digitale,Occasionnel,0
3,1,4,4,3,3,Non,2052,35,F,2977,Marié(e),Assistant de Direction,1,4,0,1,5,1,4,Infra & Cloud,Occasionnel,1
4,2,2,1,3,3,Oui,2053,29,M,4025,Marié(e),Consultant,4,4,0,1,2,13,2,Autre,Occasionnel,0
4,2,1,2,1,3,Non,2054,29,F,3785,Célibataire,Assistant de Direction,1,5,0,0,3,28,4,Transformation Digitale,Occasionnel,0
4,2,1,2,3,3,Oui,2055,50,M,10854,Divorcé(e),Cadre Commercial,4,3,1,1,3,28,3,Marketing,Occasionnel,2
2,2,4,1,2,3,Non,2056,39,F,12031,Marié(e),Cadre Commercial,0,20,0,1,2,24,1,Marketing,Occasionnel,9
2,3,1,2,3,3,Non,2057,31,M,9936,Célibataire,Tech Lead,0,9,0,0,2,5,3,Transformation Digitale,Aucun,1
4,2,3,4,3,3,Non,2060,26,F,2966,Célibataire,Représentant Commercial,0,4,0,0,2,5,3,Autre,Occasionnel,0
3,4,4,3,3,3,Non,2061,36,M,2571,Marié(e),Consultant,4,5,0,1,3,23,2,Transformation Digitale,Frequent,0
4,2,1,1,3,3,Non,2062,39,M,9991,Marié(e),Manager,4,7,0,1,5,6,1,Transformation Digitale,Occasionnel,1
2,4,2,2,3,4,Oui,2064,27,M,6142,Marié(e),Tech Lead,1,6,0,1,0,4,3,Infra & Cloud,Occasionnel,0
4,2,2,4,2,3,Non,2065,49,M,5390,Marié(e),Cadre Commercial,2,9,0,0,3,2,3,Transformation Digitale,Frequent,0
2,4,3,1,4,3,Non,2068,34,M,4404,Marié(e),Consultant,2,4,0,0,3,8,3,Transformation Digitale,Occasionnel,1
